# The published reference corpus: a THIRD sample, of Java repositories that state a licence, are still being
# worked on, and publish an artefact. Drawn to compare against reference-corpus.tsv and
# reference-corpus-starred.tsv, never to replace either.
#
# WHY A THIRD SAMPLE. The first two are drawn and neither denominator resembles what this reading is measured
# on. Uniform over GitHub's Java gives coursework: ten of ten with zero stars and no licence. A fifty-star
# floor gives Android: five of ten, plus two pieces of teaching material. The nine evaluation-set members are
# none of those things — they are licensed libraries and servers that publish artefacts and are still
# maintained. A denominator is meant to say what the code being read is written in, so the third frame states
# those three properties directly instead of hoping a popularity proxy reaches them.
#
# THE FRAME AND THE PREDICATE, both fixed before a single rank was drawn.
#
#   FRAME, queried of GitHub:
#     language:Java fork:false mirror:false size:>=1000 pushed:>=2025-01-01 created:<2026-08-21
#     license:<each of the thirteen GitHub states>
#
#   `pushed` HAS NO UPPER BOUND, AND BOUNDING IT WAS TRIED AND REVERTED. The frame is not a fixed
#   population: a repository whose last push was in 2024 joins the moment somebody pushes to it, so the
#   count grows. It read 112,183 on 2026-08-20 and 112,251 three days later. Bounding `pushed` above at the
#   same ceiling `created` has was tried, on the reasoning that a fixed population is what makes a draw
#   reproducible. IT IS WORSE, AND THE MEASUREMENT SAYS SO.
#
#     - THE BOUNDED FRAME SHRINKS, AND IT EXPELS THE REPOSITORIES IT ALREADY DREW. `pushed` is a mutable
#       property. Under the upper bound a repository LEAVES the frame the moment anybody pushes to it, so
#       membership falls every day and a row already drawn can stop being a member. Under no upper bound
#       membership only ever grows: a repository pushed since 2025-01-01 stays in however often it is
#       pushed again, so a drawn row is a member forever. Monotone membership is the property that matters.
#     - IT COST 4,959 REPOSITORIES, AND THEY WERE THE MAINTAINED ONES. The bounded frame counted 107,224,
#       against 112,183 for the SAME window three days earlier. Those 4,959 were pushed in between, which
#       is what expelled them — so the bound removes exactly the actively maintained projects, which are
#       the ones that publish an artefact.
#     - THE TAKE RATE COLLAPSED, MEASURABLY. Sixteen ranks under the bounded frame took 3 and rejected 13,
#       against 30 taken of 53 recorded. Under the recorded rate a run of 16 takes 3 or fewer with
#       probability 0.0023, so this is the bound biasing the frame and not sampling noise.
#
#   NO `pushed` FRAME IS FIXED, BECAUSE `pushed` IS MUTABLE. Reproducibility does not come from re-running
#   the query, and cannot: it comes from THIS FILE, which pins every drawn repository at a commit. A draw is
#   a snapshot, its count is recorded beside it, and `-Dcs.draw.total` states which snapshot a run means to
#   reproduce rather than pretending the population stood still.
#
#   Each qualifier, and why it is there:
#     language:Java     the population, as GitHub states a primary language
#     fork:false        a fork is another repository's words copied; counting them twice is a sampling defect
#     mirror:false      the same reason
#     size:>=1000       one megabyte. A STATED bound, not a derived one, carried over from the first frame
#     pushed:>=2025-01-01   "modern" read as STILL BEING WORKED ON rather than recently started, with no
#                       upper bound so that membership only ever grows and a drawn row stays a member. A library
#                       begun in 2014 and pushed to this year writes today's Java; one begun in 2024 and
#                       abandoned does not. Creation date measures the wrong thing, so `pushed` is used.
#     license:...       the thirteen licences GITHUB ITSELF publishes at /licenses — agpl-3.0, apache-2.0,
#                       bsd-2-clause, bsd-3-clause, bsl-1.0, cc0-1.0, epl-2.0, gpl-2.0, gpl-3.0, lgpl-2.1,
#                       mit, mpl-2.0, unlicense. THE SET IS CITED, NOT CHOSEN: picking which licences count
#                       would be this project curating, so GitHub's own enumeration is used whole. They OR
#                       together in a query, which is what makes "states a licence GitHub recognises"
#                       expressible at all. A licence says nothing about what words a repository contains,
#                       so requiring one does not breach the rule this corpus exists to enforce. IT IS NOT
#                       NEUTRAL — a licensed repository is a more deliberate one — and that is stated rather
#                       than claimed away.
#     created:<...      a ceiling, so the frame is the same set on a later day
#
#   NOT in the frame: stars, watchers, archived state, and anything about subject matter.
#
#   PREDICATE, applied to every drawn rank without exception. GitHub's repository search cannot ask whether a
#   repository publishes anything, so it is asked of the tree directly, AT THE PINNED COMMIT:
#
#     accept if pom.xml at the repository root states a <groupId>
#          or if build.gradle or build.gradle.kts at the root applies maven-publish
#     reject otherwise, and take the next rank from the same seeded stream
#
#   A Maven groupId is the coordinate an artefact publishes under, and maven-publish is the plugin that
#   publishes one, so between them they are what a repository does to make its code available as a library.
#   The predicate is read over raw.githubusercontent.com rather than the API, which is why it costs no rate
#   limit. EVERY REJECTION IS RECORDED with the rank and the reason, in docs/reference-corpus/draw-published.json.
#
#   Rejection sampling on a predicate stated in advance is uniform over the sub-population that satisfies it.
#   That is the whole reason the predicate had to be written down before the draw ran rather than after: a
#   predicate adjusted once its rejections are visible is a choice about which repositories end up here.
#
# HOW MANY, and why it is a hundred rather than ten or thirty. The first two samples hold ten each, which is
#   what the plan asked for and is too few. A reference is a pooled density per word, so with ten roughly
#   equal repositories any one of them carries about a tenth of the total mass: a single blockchain
#   repository in the pool would have the reference claim `transaction` is written at a tenth of a blockchain
#   repository's rate, which is enough to demote it for besu. That is the contamination risk the plan names,
#   and ten bounds it badly. At thirty it is a thirtieth; at a hundred it is a hundredth.
#
#   THIRTY WAS THE NUMBER THAT LET THE BOUND BE MEASURED, AND THE MEASUREMENT SAID TO EXTEND. This header
#   stated before any rank was drawn that if the curve were still climbing at thirty the draw extends. It is
#   still climbing, and it will not stop: the disagreement between two references built from disjoint halves
#   of the draw falls as the sample size to the power -0.301, where averaging independent draws would give
#   -0.5. That exponent is between-repository heterogeneity rather than sampling noise, so no sample size
#   ends it. About one verdict in ten moves at thirty, all of it among words whose claim sits near zero.
#
#   A HUNDRED IS A BUDGET, NOT A DERIVED BOUND, AND SAYING SO IS THE POINT. Every threshold inside a reading
#   here is derived from a null; how much source a project is willing to fetch is not that kind of number.
#   What the measurements settle is the shape of the trade, and three readings of it point at a hundred.
#   One repository's weight falls to a hundredth, an order of magnitude below the tenth that made ten
#   unusable. The words that move are the ones estimated from almost no repositories — `buf` is carried by
#   an effective 4.94 of the thirty — and a hundred takes that to about sixteen, which is where a share
#   stops being one repository's accident. And past it the curve is flat: three hundred repositories buy
#   about two further points of churn for three times the source.
#
#   WHAT ACTUALLY SETTLES THE CHURN IS NOT SAMPLE SIZE. A word whose claim sits inside the reference's own
#   sampling error has not been shown to stand above chance, and that error is derivable from the split-half
#   measurement above rather than chosen. Reporting it is what makes the near-zero verdicts stop flipping,
#   and it costs no bandwidth at all.
#
#   EXTENDING A SEEDED DRAW IS NOT RE-ROLLING IT, ONCE THE FRAME IS FIXED. Further rows are the next values
#   from the same stream, so every row already recorded stays exactly as it was — which holds only because
#   the frame no longer moves under it, and is why the upper bound on `pushed` above was worth a re-draw. That is what makes growing a sample
#   different in kind from drawing it again until it looks right. The other two manifests can be grown the
#   same way without invalidating a row.
#
# Columns, the seeded draw, the exact-count method and the doctrine argument are as reference-corpus.tsv
# states them; only the frame and the predicate differ. The draw is CorpusDrawCommand, which writes both the
# record of every rank and rejection and the rows below.
#
# Source: THIS PROJECT ran the draw; GitHub states the frame, the licence enumeration and the ranks.
makemkvrename	https://github.com/tycho-mertens/MakeMKVRename.git	5f503893f3f455c3e294d271fc9f56f8d7e5ad81	AGPL-3.0	21829	2022-04-09T11:21:10Z	14506
inji-certify-revoke	https://github.com/Nandeesh778/inji-certify-revoke.git	4f2c86e8675b86e11637207f76b6d4c355a4ae7e	MPL-2.0	49940	2025-04-17T10:08:14Z	6157
sling-org-apache-sling-testing-osgi-mock	https://github.com/apache/sling-org-apache-sling-testing-osgi-mock.git	87b500748a80fbafe6859fb8596789af163479aa	Apache-2.0	7730	2017-10-18T16:42:39Z	1023
mfgp	https://github.com/mcgivrer/mfgp.git	f4f0fb684761494dd8ebe7cd62c416efa8c335cd	MIT	73284	2025-11-27T16:11:57Z	2746
ueditor-plus-java	https://github.com/gloryhui/ueditor-plus-java.git	c933f881e908aeef6426e6590168b14125e64358	Apache-2.0	110785	2026-08-03T08:38:59Z	1343
minecraft-classic-reborn	https://github.com/denukernel/Minecraft-Classic-Reborn.git	a3b1a39702a65035152bcae1c5be795c8cee41c5	MIT	59664	2025-07-21T00:01:05Z	2883
taczattributeadd	https://github.com/xlxyvergil/TaczAttributeAdd.git	adde1ae378c1cfeae244f8f6a3b7b640063d8ef0	GPL-3.0	68849	2025-10-18T12:36:46Z	430745
pavan-petstore	https://github.com/Pavanmanda356/Pavan-petstore.git	cbfc903630334fa6e4c34f6c0ade6ece10b9ab07	Apache-2.0	56031	2025-06-12T07:51:03Z	1736
java_danfe	https://github.com/Samuel-Oliveira/Java_Danfe.git	9b0798d660e7953e71ea894bff303dbee54a773c	MIT	17801	2021-05-01T18:42:03Z	83588
javai	https://github.com/dcaudell/javai.git	08e7a085dbd30a61f85ade1d34b8eb26b2498809	Apache-2.0	105502	2026-07-07T14:27:28Z	4352
esportsmanager	https://github.com/luckyscooby/eSportsManager.git	0f6ece37812f58567c3bf8a4298ac39a9a6b6279	MIT	66220	2025-09-24T14:53:06Z	12292
ofbiz-framework-222559	https://github.com/kavia-common/Ofbiz-framework-222559.git	38c8692617e1eda9fc10687dfd145ff7b8421507	Apache-2.0	83159	2026-02-18T11:09:04Z	731554
rohan-code	https://github.com/acdmammoths/ROhAN-code.git	556ee2217bfc21437725fe5ff87278f48b997c7e	GPL-3.0	25776	2023-03-16T12:53:52Z	2272
serialthreads	https://github.com/markusheiden/serialthreads.git	97137345b7fb2b51620a611c6f914c2b74b2a6a4	GPL-3.0	2685	2014-10-30T21:41:09Z	8007
studentlifeapi-java	https://github.com/salmonineath/StudentLifeApi-java.git	afed5f8dc52fc7742821ab64ed53562e3e4e0200	MIT	102253	2026-06-16T11:29:20Z	11838
formeditor-demos	https://github.com/axonivy-market/formeditor-demos.git	da0ecadfe4d2a24e3e7adbff5b457fcb65178e44	Apache-2.0	73348	2025-11-27T10:12:11Z	5485
pygalago	https://github.com/QingyaoAi/PyGalago.git	c1ea54178f55effcc09e849293106dd3fa98c802	BSD-3-Clause	99715	2026-05-29T15:21:14Z	1645
realisticcitiescoder	https://github.com/PsychoicCoder/RealisticCitiesCoder.git	f12502d3ae70a8aca1131b1e5ded31be6ba0b568	CC0-1.0	43781	2025-02-16T18:07:09Z	3499
