# The BIAN Service Landscape as a functional taxonomy of what a bank does: service domains,
# the business domain each is stated inside and the business area that holds it, each carrying
# the role definition BIAN states its purpose in and the example of use it states beside it.
# Like every functional taxonomy here it is a distribution to compare against: nobody writes
# AccountReconciliation as a term of art in code.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# broader is the business domain; module is the business area. definition is the role
# definition and the example of use joined, which is what BIAN states about the domain's
# purpose. A domain BIAN states no role definition for is not carried.
#
# Source: BIAN's own published artefacts, one specification file per service domain, at
#   https://github.com/bian-official/artefacts/tree/a928c56e7989492f7214b2bd0ae7b204644efc03,
#   pinned by the SHA-256 ContentDigest states over the specification set:
#   a6eca3a102942b5cc699653f243c24cfe1923f6bb580cd99a9655e38ba49fa19.
# Licence: Apache-2.0, stated in the publisher's own LICENSE file at that revision.
# Generated by BianServiceDomainsExtraction: 319 service domains.
CorporateRelationship	Corporate Relationship		Corporate Relations	service-domain	Business Management	Manage corporate relationships with key parties such as major clients, political and industry groups, user associations etc. A regular relationship review is scheduled with a major multinational customer to develop business opportunities	
CorporateStrategy	Corporate Strategy		Business Direction	service-domain	Business Management	Define and communicate the corporate strategy and plan. Direct business activity to meet, refine and improve the corporate goals and approaches The corporate strategy and underlying business performance goals are defined and communicated	
CorporateTaxAdvisory	Corporate Tax Advisory		Advisory Services	service-domain	Products	Provide corporate customers with tax related advice to better understand tax obligations and to identify and implement tax optimization approaches. The service is fee based and may include the use of product specialist financial advisory resources when required A corporate customer obtains tax optimization advice from a financial advisor at a branch	
CorporateTreasury	Corporate Treasury		Group Treasury	service-domain	Finance And Risk Management	This service domain manages and administers the consolidation of transaction details and summaries in order to derive and report on the array of consolidated positions managed by Treasury. This includes the assembly of related maturity ladders (cash flow projections) and managing tactical and strategic funding activity for the bank. It is also responsible for tracking prevailing market conditions and determining the various bank rates that should be applied throughout the bank The Bank Treasury consolidates trading and lending activity across its corporate clients to develop timely views of current positions and maturity projections	
CorporateTreasuryAnalysis	Corporate Treasury Analysis		Group Treasury	service-domain	Finance And Risk Management	Track the consolidated treasury positions for the Bank (includes liquidity and capital adequacy) and initiate interbank and market trades and hedging as needed to remain within desired boundaries The Bank Treasury tracks the bank's consolidated liquidity position and initiates trading activity to remain within prudential limits	
CorporateTrustServices	Corporate Trust Services		Corporate Banking	service-domain	Products	Provide the range of fee based trust services, typically offered to high net-worth customers A high net worth client uses the bank to set up a tax optimized trust fund for his dependants	
Correspondence	Correspondence		Distribution	service-domain	Channels	This service domain handles the automated generation of (batches of) pre-formatted correspondence. It also handles the tracking of expected responses to sent out mail requests and handles the matching of the response and the onward routing of these and all unsolicited inbound correspondence. A mail shot is generated for a customer campaign with an identified list of candidate customers and using a standard sales message	
CorrespondentBank	Correspondent Bank		Clearing And Settlement	service-domain	Operations	This Service Domain handles incoming and outgoing payment clearing and settlement messages to the bank's correspondent banking partners. The actual message transmission is delegated to the Financial Message Gateway service domain. Correspondent Bank administers the mirror accounting for interbank payments undertaking the underlying account reconciliation tasks. Transfer funds from a customer account with the bank to an account with another bank.	
CorrespondentBankDataManagement	Correspondent Bank Data Management		Clearing And Settlement	service-domain	Operations	This service domain maintains reference details specific to a correspondent banking partner covering payment terms and preferences and security keys. It also consolidates transactional activity as might be needed to track reciprocity with the correspondent bank. Any specific arrangements and terms (e.g. SSIs) that might override market directory details are maintained here as part of the data record. Correspondent bank (reciprocal) activity is consolidated to support periodic correspondent banking relationship reviews	
CorrespondentBankRelationshipManagement	Correspondent Bank Relationship Management		External Agency	service-domain	Operations	Handle the negotiation, development and tracking of reciprocal correspondent relationships A bank establishes and maintains a correspondent relationship for international payments and trade finance representation in a foreign country	
CounterpartyAdministration	Counterparty Administration		Clearing And Settlement	service-domain	Operations	Maintain and provide access to the counterparty reference details to support trading/payment activity. This includes SWIFT addresses, standard settlement instructions that are published. The data is typically acquired using a market feed for the default values, but the facility can support the maintenance of specific details and instructions that apply to the counterparty relationship overriding the public default Back office clearing and settlement references the counterparty details to assemble a funds transfer as part of an equity trade using the counterparty details to generate the associated SWIFT based payment exchange	
CounterpartyRisk	Counterparty Risk		Credit Risk	service-domain	Finance And Risk Management	Maintain and administer a counterparty risk rating A back office function tracks transaction activity and external rating details to maintain counterparty credit ratings	
CreditCard	Credit Card		Cards	service-domain	Products	This service domain handles both credit and charge card fulfillment. The main functional difference being the different re-payment and credit handling structures of the two types of card product. Note that unlike a current accounts, card products are typically fulfilled through specialised credit card companies using a card network that links issuing banks and merchant acquiring banks for authorization, clearing and settlement activities.. Debit cards (i.e. devices to access a normal bank account) do not come under this Service Domain. An established card customer uses his or her credit card for a purchase and settles the balance of the card account at the monthly payment cycle	
CreditCardPositionKeeping	Credit Card Position Keeping		Cards	service-domain	Products	The Credit Card Position Keeping Service Domain holds the the positions of all credit cards-related accounts. This includes credit card accounts as well as card-specific clearing and settlement accounts. During card billing the booking of fees will be on Credit Cards Position Keeping, but the booking of the billing transactions (charging the customer) will be on Position Keeping. There will be a holding account in between to ensure synchronisation. During the clearing cycle of credit card transactions, the issuing bank does a number of final checks and if these are passed, the transaction is excuted. The card clearing process will invoke a Service Connection Execute Card Transaction" on Credit Card Transaction Execution, which will in turn invoke Service Connections on Credit Card Position Keeping to actually book the transaction in the cards world. Credit Card Transaction Execution will ensure that all operations of a credit card transaction are executed or none of them (1 transaction in terms of commitment control). Typically, the Service Connections on Credit Card Position Keeping could include:. - Record Debit Booking for Credit Card Account. - Record Credit Booking for Merchant Account. - Record Credit Booking for Card Network Fees. and also:. - Put Block on Credit Card Account"	
CreditCardTransaction	Credit Card Transaction		Cards	service-domain	Products	The Credit Card Transaction Service Domain manages credit card transactions during the course of their life, from the moment a transaction is initiated, i.e. a request for authorisation, to the moment it is archived. Through its lifecycle a card transaction passes through a number of states, like pending for authorisation, authorised or rejected, completed, cleared (= booked). Charge cards are to be seen as a special form of Credit Cards. An authorisation request from a PoS terminal creates a credit card transaction in a pending for authorisation status.. Authorisation by the issuing bank changes the status of the transaction to authorised.. Any subsequenctly executed Business Scenario moves the transaction one status further in its lifecycle.	
CreditCardTransactionExecution	Credit Card Transaction Execution		Cards	service-domain	Products	The Credit Card Transaction Execution Service Domain is responsible for the booking of the credit card transactions on the accounts in the cards world. It knows the different transaction types and the related booking sets. It will call Credit Card Position Keeping to create the debit and the credit bookings of a transaction. It will ensure that the bookings of a credit card transaction are executed completely or not at all (the latter in case of an exception). During the clearing cycle of credit card transactions, the issuing bank does a number of final checks and if these are passed, the transaction is executed. The clearing process will invoke a Service Connection Execute Cards Transaction" on Credit Card Transaction Execution, which will in turn invoke Service Connections on Credit Card Position Keeping to actually book the transaction in the cards world. Credit Card Transaction Execution will ensure that all operations of a credit card transaction are executed or none of them (1 transaction in terms of commitment control)."	
CreditFacility	Credit Facility		Corporate Banking	service-domain	Products	The Credit Facility Service Domain manages the Credit Facilities that a Corporate Customer has with the bank. A Credit Facility is an agreement between the bank and a (corporate) customer to allow the customer to acquire asset products from the bank up to the limit of the credit facility without the need for a full due diligence and underwriting for each of these products. Credit Facilities can have a hierarchy and they come under the overall Credit Limit for the customer, which is the bank-internal maximum credit exposure that the bank is willing to have with the customer. Credit Facilties can typically be used to attach trade financing products and also overdrafts in current account where quick processing is demanded by the customer. A Credit Facility is with one customer, but the overall Credit Limit under which Credit Facilities come, can be for more than one customer, typically belonging to one customer group. Credit Facilities within a Credit Facility hierarchy can be for different, but usually related, customers.	
CreditManagement	Credit Management		Credit Risk	service-domain	Finance And Risk Management	This service domain supports a central bank credit management function that maintains an overarching credit perspective across all bank activity. Transactions can be re-priced to factor in this credit perspective Example of use:. A corporate loan is presented for credit management pricing decisioning prior to completion of the offer process	
CreditRiskModels	Credit Risk Models		Models And Analytics	service-domain	Business Development	This service domain handles the development, maintenance and continual assessment and refinement of the collection of credit models that are deployed across the bank. This includes individual credit assessments and more complex analyses for merchants and companies/corporations. The models are used to derive credit scoring and support more involved credit analysis/insight development Example of Use:. A credit model is used to analyze product activity in order to refine then banks credit assessment of a customer	
CreditRiskOperations	Credit Risk Operations		Market Operations	service-domain	Products	Provide an execution level check of credit exposure for market trading activity A trading desk checks a proposed trade against trading credit limits	
CreditandMarginManagement	Credit and Margin Management		Market Risk	service-domain	Finance And Risk Management	Determine and refine credit and margin directives and policies to reflect the overall risk/reward appetite of the organization and govern credit decisioning Senior policy makers interpret the financial and risk strategies of the bank to determine specific credit and margin rules and policies	
CurrencyExchange	Currency Exchange		Consumer Banking	service-domain	Products	This is an over the counter service where currency is exchanged and the transaction uses preferential rates and can include transaction fees. Note in some cases travelers checks can be handled as a pseudo currency within this capability. Note that Branch and teller currency inventory tracking and distribution is administered by Branch Currency Management and Branch Currency Distribution service domains Example of use:. A non-bank customer obtains a currency exchange at the teller, buying foreign currency for local currency in cash	
CurrentAccount	Current Account		Consumer Banking	service-domain	Products	The Current Account or Demand Deposit Account as it can be called is a financial facility that represents the general checking account facility at the core of the consumer and small business banking activity. There is a range of supporting features that make up the standard facility (checks/cheques, standing orders, debit cards, phone and on-line banking services etc.). The fulfillment can include a range of optional services, fees and interest payments and penalties and will often be bundled and or underlie/support other financial facilities and financial transactions A customer processes a series of services (e.g., request printed statements, initiate a transfer, set up a standing order) through the call center by accessing their current account	
CustodyAdministration	Custody Administration		Custody, Collateral And Documents	service-domain	Operations	Administer the securities scrip (paper and electronic) holdings for a custodial arrangement. This includes administering the physical movements of securities, safe storage, the processing of associated dividends and interest and securities reporting Example of use:. A customer uses the banks custodial services to handle their investment portfolio holdings	
CustomerAccessEntitlement	Customer Access Entitlement		Cross Channel	service-domain	Channels	This profile is used for servicing and fulfillment controls covering products, services and channel/device usage entitlements. It is referenced for channel access control and utilization limits that may span multiple products. For example there can be a limit on total ATM withdrawals for a customer for all active products over a 24 hour period. A consumer customer contacts the call center and her access profile is used to determine what products and services can be accessed through this channel	
CustomerAgreement	Customer Agreement		Relationship Management	service-domain	Customers	The Customer Agreement service domain captures and maintains the master legal terms of conditions in force for a customer (which as noted can be a complex multinational with many underlying product and service specific agreements). An new customer's master agreement is established prior to negotiating and setting up the underlying product specific agreements	
CustomerBehaviorInsights	Customer Behavior Insights		Relationship Management	service-domain	Customers	This service domain references the range of customer historical data maintained by the Customer Event History service domain to develop behavioral insights into customers. This analysis can support sales and marketing activity (e.g. by determining the likely response to sales efforts based on passed performance) as well as identifying changes in status and behavior that might influence the desired product mix for a customer. The actual analysis routines are developed/maintained by the Customer Behavior Models service domain A regular analysis of customer event histories is used to update the maintained range of customer behavioral insights. The updated results are notified to the Customer Relationship Management and Party Profile Service Domains as appropriate	
CustomerBehaviorModels	Customer Behavior Models		Models And Analytics	service-domain	Business Development	This service domain handles the development, maintenance and continual assessment and refinement of the collection of customer behavior models that are deployed across the bank. This includes more general analyses for sales, operational behavior, relationship development and specific behaviors such as credit and fraud detection. Customer can cover consumer, corporate and merchant behavior for some behavioral models/scanners A customer 'propensity to buy model' algorithm is updated to take account of additional transaction utilization data that is available	
CustomerBilling	Customer Billing		Operational Services	service-domain	Operations	This service domain provides a general customer billing service. The service domain is provided with the applicable fees and charges that are authorized for invoicing typically by a product or service fulfillment service domain. Processing can include verification and authorizations steps and the invoice could be issued as a single transaction or a schedule of transactions. An invoice is raised for the fees and commissions applicable to a managed investment portfolio	
CustomerCampaignDesign	Customer Campaign Design		Marketing And Development	service-domain	Business Development	This Service Domain designs and refines customer campaigns (or integrates designs from external campaign specialists). Customer campaigns target the existing customer base and can be proactive (involving customer targeting, contact and solicitation) or self-service and include activities such as cross-sell, up-sell and retention. Version numbering is used to track the impact of changes made to campaigns over their usage. A retention campaign is updated to provide amended/improved pricing terms that can be offered to targeted customers to help retain their business after a poor response rate has been detected for the campaign	
CustomerCampaignExecution	Customer Campaign Execution		Sales	service-domain	Customers	Handle the deployment, execution and on-going refinement of a customer campaign. This includes many types of proactive customer campaigns such as up-sell, cross-sell and customer retention. The campaign execution process performs the initial selection and confirmation of candidate customers and includes providing critical feedback on the impact of the campaign to the design unit to support re-calibration and refinement of the specification based on practical experience A bank implements a targeted cross-sell campaign in the customer servicing center to generate additional sales	
CustomerCampaignManagement	Customer Campaign Management		Marketing And Development	service-domain	Business Development	Oversee the use and assess the coverage and impact of internal/customer campaigns. Direct customer campaign execution resources to maximize business impact and in response to any identified market opportunities and threats. Oversee campaign design and development activity. Customer Campaign Management identifies competitor activity that poses a threat to existing customers. Campaign design is initiated to develop a retention campaign to address the threat	
CustomerCase	Customer Case		Customer Care	service-domain	Customers	Case resolution tasks follow specific procedures for the type of case involved. Case resolution can be quick by applying resolution rules and obtaining additional authorization as necessary, or they can be long living activities, for example where documentation is requested and has to be retrieved from merchants or other interested parties before the disputed issue can finally be ruled upon. A wide range of case types can be expected A case resolution operator works through the resolution of a case, following the established process for the specific case - in this case a disputed charge that is below a threshold allowing the credit to be charged to the merchant	
CustomerCaseManagement	Customer Case Management		Customer Care	service-domain	Customers	Manage customer case handling, track the effectiveness and impact of case resolution. Evaluate and confirm that the decision making rules and thresholds are well balanced in terms of equitable determination with general customer and merchant acceptance of the process. Ensure and that sufficient and appropriately trained resources are available Customer case handling is assessed over a period and the rules and thresholds guiding resolution decisions recalibrated	
CustomerCreditRating	Customer Credit Rating		Relationship Management	service-domain	Customers	This service domain handles the derivation and maintenance of each customer's credit rating for both consumer and corporate customers. The internal rating can integrate externally provided credit details from credit scoring agencies with internal transactional data and relationship assessments. The credit rating will be maintained based on internal rules, but it is possible that a service will be offered to support an unscheduled recalculation of the credit score A customer calls the contact center wishing to know what mortgage offers they are eligible for. The customer servicing representative (CSR) uses the customer's internal credit assessment as one input to reference the Product Directory to retrieve the details of available products and terms	
CustomerEventHistory	Customer Event History		Relationship Management	service-domain	Customers	The service domain captures a wide range of customer events to build a comprehensive history of customer activity that can support subsequent behavioral analysis. This includes key sales/proposal events, relationship management events, product delivery events, detected customer triggers (typically gleaned during servicing dialogues) and possibly externally sourced customer activity. The assembled data is made available for behavioral analysis and for more general reference (as might be used for relationship management for example) A customer contacts the call center to enquire about account transactions and during the dialogue the servicing representative detects a life event (e.g. the customer is moving house). The contact details and life event are captured in the customer history	
CustomerOffer	Customer Offer		Sales	service-domain	Customers	The Offer Management Service Domain can process offers for all types of customers and any allowed combination of product or service. It references the Product Directory for the product specific offer instructions it must follow. The offer process may combine the selection of product/service specific details (e.g. pricing & negotiation ranges, documentation/authorization/regulatory requirements, eligibility and declarations, credit and other customer details), customer specific details (e.g. credit standing, other classifications such as operational overhead/retention target/activity history, demographics and segmentation). The service domain orchestrates a potentially complex/multi-threaded/multi stage workflow to get the offer to the point where the product/service can be initiated. An existing customer has discussed short term funding needs with the Financial Advisor and agreed in principle to taking out a corporate loan. The customer offer process is initiated and leads the advisor through the detailed checks, authorizations and documentation needed prior to the final set-up of the Corporate Loan	
CustomerPortfolio	Customer Portfolio		Marketing And Development	service-domain	Business Development	Maintain a portfolio of view of the customer base with key customer data and consolidated activity details to support profitability and performance analysis across many possible customer segment dimensions Business development review customer segment performance in order to target customer relationship management priorities	
CustomerPosition	Customer Position		Accounting Services	service-domain	Operations	Individual products will maintain different financial views for the customer. This service domain consolidates financial details from all in-force products and services in order to derive a consolidated financial view which can include current (real-time) positions and projected/estimated values. The consolidated customer position can cover aspects such as cash flows/balances, credit and collateral positions and may derive actual and estimated/projected values The banks maintains and analyses the consolidated position for a customer across all accounts products and services	
CustomerPrecedents	Customer Precedents		Relationship Management	service-domain	Customers	Maintain/track the status of customer precedents A range of precedents and terms needs to be tracked and applied across the different products and services to ensure compliance with regulatory and contractual terms.	
CustomerProductandServiceEligibility	Customer Product and Service Eligibility		Relationship Management	service-domain	Customers	This Service Domain maintains a list of products and services for which a customer is eligible. This could include products and services that the customer has had in the past. In order to update the list, periodically or at certain events, the Service Domain calls Product Matching to find additional products for which the customer is eligible. Once a customer acquires a product or a service, this is removed from the current list and added to the customer's recording in Customer Products and Services. - Customer Relationship Management re-asseses the eligibility of a customer during a periodical customer analysis.	
CustomerProductsandServices	Customer Products and Services		Relationship Management	service-domain	Customers	This Service Domain maintains the most important data of all products and services that a customer has acquired from the bank. As such it maintains data of current and past products and services. It is the only domain in the model that can provide information on a customer's current products and services. - Customer Offer inquires on products and services that a customer currently has in order to show them to the customer and help him or her decide on any new product (-variant).. -  A customer acquires a product from the bank. The product is added to his or her list of products in Customer Products and Services.	
CustomerProfile	Customer Profile		Cross Channel	service-domain	Channels	The customer profile service domain is used to tune the customer experience during any real-time interaction with the bank. A collection of status indicators, ratings and alerts can be maintained that are then used to influence the routing and servicing decisions that govern the customer interaction. For example a status indicator could include a warning that the account is in distress which would limit sales activity and might result in routing a contact to a specialist account recovery servicing facility. The identity and active status of a customer is checked as they present themselves on-line to access their bank account	
CustomerProposition	Customer Proposition		Relationship Management	service-domain	Customers	Support customer feature specific product fulfillment The bank implements a service fee waiver that applies to all of the products for a customer.	
CustomerRelationshipManagement	Customer Relationship Management		Relationship Management	service-domain	Customers	This function handles managed customer relationships. There will typically be a customer development plan and budget/targets for higher value customers. The function may draw on external market insights as well as internal product and service fulfillment to track performance and trigger contact when appropriate. The function is a key source of business development providing product/service matching and awareness. As the primary point of contact the relationship manager can help in issue resolution and trouble shooting. Relationship management applies to corporate and high net-worth clients. Automated knowledge-based facilities may offer some relationship management functions at the consumer banking level in particular for sales and marketing A corporate customer relationship manager reviews recent activity for a customer and notices that levels of activity are trending lower. Possible external (market) and internal (servicing/ fulfillment) activities are reviewed for possible causes. A meeting is scheduled to determine the reason and if any banking products/ services could help or are at further risk	
CustomerSurveys	Customer Surveys		Marketing And Development	service-domain	Business Development	Handle the deployment, execution and on-going refinement of customer surveys. This includes many types of survey including traditional mailshot questionnaires, in production review/feedback solicitation, review panels/focus groups. The survey execution process performs the survey definitions,  selection of reviewers, surveying and post survey analysis A bank develops a customer questionnaire to obtain feedback from customers that make frequent use of the self-service contact center facility for service improvement suggestions	
CustomerTaxHandling	Customer Tax Handling		Accounting Services	service-domain	Operations	There are different tax tracking and reporting obligations for products and services in different locations and jurisdictions. This service domain handles the consolidation and reporting of tax related activity as necessary for a customer. Note that this service domain is only responsible for the consolidation and reporting of tax related activity - other service domains will be required to handle actual tax processing obligations as may apply for certain products and services A consumer customer is provided with a year end tax report for products and services provided by the bank	
CustomerWorkbench	Customer Workbench		Cross Channel	service-domain	Channels	This service domain handles the distribution and operation of a client device based/resident facility to support local working and access to the banks different products and services. It allows for the customer to maintain information and configuration settings remotely to govern their own access environment as necessary. The service domain operates outside the bank but is included in the landscape as it may run application capabilities that are either provided by or certified for use by the bank. A customer downloads an end-user financial management application offered by the bank	
DealerWorkbench	Dealer Workbench		Market Trading	service-domain	Products	Operate a dealer workbench, combining information feeds, deal capture, blotter, pricing tools and P&L analysis - this collection of capabilities is often referred to as the dealer position A trader assembles market price and news data, analyses a number of managed positions and determines and executes trades to benefit. The trading activity is tracked to maintain the trader's cumulative P&L position	
DelinquentAccountHandling	Delinquent Account Handling		Operational Services	service-domain	Operations	This service domain determines and executes strategies for eliciting payment from high risk accounts. These strategies may include communicating with the customer through text messages, emails or phone calls. The account may continue to maintain some facilities at this stage. Eventually it can be necessary to reduce the credit line or block the account to prevent further increase in risk, or to cancel theaccount and transfer it to Collections. When a Card Account is assessed to be at a high risk of default, such as a Charge Card Account with high out of pattern outstandings or a Credit Card Account with significant aged balances, attempts are made to elicit the payment of the outstanding amounts or to limit further increase in risk through optimal strategies for contacting the customer and inducing payment of the outstanding amount.	
DevelopmentEnvironment	Development Environment		Solution Development	service-domain	Business Development	Select, maintain and operate the required combination of software development and operation tools, infrastructure and environments (includes version management) A new version of a development environment is released into development	
DirectDebit	Direct Debit		Corporate Banking	service-domain	Products	This service domain processes the creditor side of direct debit processing. Typically a creditor will submit a batch of direct debit requests. The process checks the required service mandates are in place and initiates the payment processing. It tracks payment and reports on completion or other processing issues that might arise (such as insufficient funds available). Example of use:. A corporate customer submits a batch of direct debit instructions for customers with accounts held at the bank	
DirectDebitMandate	Direct Debit Mandate		Corporate Banking	service-domain	Products	Customer mandates are administered/managed that are associated with a direct debit processing facility provided for a corporate client. The individual customer mandates are registered and may be updated/amended. The mandates are referenced to confirm coverage when direct debit processing is undertaken periodically A customer completes a direct debit mandate for a corporate client that is registered	
Disbursement	Disbursement		Operational Services	service-domain	Operations	This service domain handles the disbursement of funds typically for different loan facilities. Though typically a rather simple service it is modeled as a discrete service center as many banks handle disbursements from a specialist unit A disbursement is processed at the closing of a new loan	
DiscountPricing	Discount Pricing		Product Management	service-domain	Business Development	Maintain a current price list (with ranges and optional terms) by product/customer type for exceptional pricing conditions that override standard pricing as would be derived from the standard product specification A short term discount (waived fees) is put in place for a product at selected university campus locations as part of an effort to attract new student customers	
DocumentLibrary	Document Library		Custody, Collateral And Documents	service-domain	Operations	This service domain handles the status tracking, classification, recording/copying (for all media) storage and retrieval of all active documents of significance. It can include document services that retrieve documents from external sources on request. This can combine physical but more commonly electronic storage, retrieval and distribution of important and/or legally significant documentation. It delegates to the service domain Archive Services for longer term storage needs A legal significant document is created during product fulfillment. It is classified and stored for subsequent reference as may be required	
DocumentServices	Document Services		Custody, Collateral And Documents	service-domain	Operations	The Document Services Service Domain manages the creation and maintenance of documents throughout the bank. As such it knows all document types and upon creation it fills in the variable content as supplied by fulfilment or orchestrating Service Domains. The domain is able to verify if documents that come from an outside source (customer) are valid for the purpose for which they have been submitted.. Sending of a document after creation is handled by Correspondence and storing by Document Library. A customer opens a savings account online. After recording and verifying all data supplied by the customer, a sales product agreement is created by Document Services and delivered to the customer via the web session as .pdf.	
Dunning	Dunning		Operational Services	service-domain	Operations	Handle the dunning cycle for a loan account that is behind payments Handle the dunning process to resolution for a lapsed loan account	
ECMAndDCM	ECM And DCM		Corporate Finance	service-domain	Products	The service domain provides fulfillment services for the issuance of primary market equity and debt capital market instruments for corporate customers. It supports both private and public (IPO) placements and covers the specification, pricing and placement activities associated with issuance. (it does not include secondary market trading of the instrument) A corporate customer raises capital through issuing corporate debt in the private capital markets	
EconomicCapital	Economic Capital		Market Risk	service-domain	Finance And Risk Management	Develop, maintain and apply models that combine the overall risk over different risk types to determine the consolidated risk position for the bank Financial engineers define and apply models that consolidate the overall risk exposure for the bank to determine a complete estimate of exposure	
EmployeeAccess	Employee Access		Human Resources	service-domain	Resource Management	Administer the systems and information access profile and authorities of an employee A new employee is given access to production systems and facilities matching their position	
EmployeeAssignment	Employee Assignment		Human Resources	service-domain	Resource Management	Orchestrate the assignment of individuals and groups to work tasks and positions, track current and projected utilization to inform resource planning and performance assessments New employees are formally assigned to business unit headcount	
EmployeeBenefits	Employee Benefits		Human Resources	service-domain	Resource Management	Administer eligibility, subscription membership and access to employee benefits such as pensions, healthcare, holiday entitlement & services, personal finance advice, child care, counseling etc. A current employee requests services under their benefits entitlement	
EmployeeCertification	Employee Certification		Human Resources	service-domain	Resource Management	Test, confirm and certify employees for recognized and qualitative skills, qualification and experience measures (e.g. education and industry qualifications, general skills, experience based inferred skills) An employees qualifications are checked and added to the employees profile	
EmployeeDataManagement	Employee Data Management		Human Resources	service-domain	Resource Management	Maintain a comprehensive record of employee related details covering status and demographic attributes along with summary qualification, performance and appraisal data etc. to support workforce and individual management and administration activities The employee record for a new recruit is created with all known details	
EmployeeEvaluation	Employee Evaluation		Human Resources	service-domain	Resource Management	Periodically develop a fact based assessment of employee performance, matched to agreed staff performance goals. Combine appraisal input from managers, peers, managed employees and external customers and evaluation agents as appropriate An employees annual performance review is undertaken by unit management	
EmployeePayrollAndIncentives	Employee Payroll And Incentives		Human Resources	service-domain	Resource Management	Administer the payment of salary, commission and incentives (includes stock/option grants) in compliance with the employment contract and discretionary awards Monthly payroll processing consolidates commission, bonus and expense repayment details	
EmployeeandContractorContract	Employee and Contractor Contract		Human Resources	service-domain	Resource Management	Negotiate and maintain the employment contract for full, part time and contract workforce members A new employees contract is set up	
EnterpriseTaxAdministration	Enterprise Tax Administration		Financial Control	service-domain	Finance And Risk Management	Determine and optimize (though booking and allocation opportunities) the tax position of the enterprise and its subsidiaries Determine tax obligation and optimization approaches for the enterprise and subsidiaries	
EquipmentAdministration	Equipment Administration		Buildings And Equipment	service-domain	Resource Management	Track the operational state and administer assignment, maintenance and movements/inventory of available office equipment (printers, NW, Faxes, Shredders, kitchen etc..) A range of office equipment is replaced as better lease terms and performance are available from an alternate supplier	
EquipmentMaintenance	Equipment Maintenance		Buildings And Equipment	service-domain	Resource Management	Administer the regular and ad hoc maintenance and repair of office equipment (typically excludes IT) Regular scheduled maintenance and consumables provision is undertaken for office equipment at a location	
Factoring	Factoring		Corporate Banking	service-domain	Products	Factoring services allows for a bank to buy a customers sell accounts receivable at discount to provide advanced income to improve short term liquidity The Bank buys (factors) a batch of customer invoices to provide short term liquidity	
FiduciaryAgreement	Fiduciary Agreement		Loans and Deposits	service-domain	Products	Fulfillment of an arrangement (such as investment management of a trust fund) on behalf of a customer where the banks acts their trusted proxy and acts in compliance with the specific terms of the fiduciary arrangement Example of use:. A customer established a fiduciary arrangement with the bank to manage an investment portfolio in accordance with agreed investment guidelines	
FinancialAccounting	Financial Accounting		Accounting Services	service-domain	Operations	The Financial Accounting Service Domain takes in financial facts and based on these, creates accounting instructions. It lives in the accounting world of the bank and can access the banking, cards and securities worlds only for retrieve operations. It knows and maintains the chart of accounts and it can create accounting instructions that will update the general ledger and sub ledger accounts.. Examples of financial facts are the opening of a loan account, revaluation of collateral and periodically (e.g. daily): position changes as a result of payments transactions. - Upon opening of a consumer loan account the fulfillment Service Domain will use a generic Service Connection Update GL Accounts" to trigger Financial Accounting to record the new general ledger of sub ledger accounts.. - At the end of a day's banking operations Financial Accounting will retrieve all of today's bookings on Position Keeping and create (summary) entries for the general ledger and sub ledger accounts."	
FinancialCompliance	Financial Compliance		Financial Control	service-domain	Finance And Risk Management	Track the resolution of detected non compliance finance activities and instances A business unit misses its first qtr targets and reacts with corrective actions that are tracked	
FinancialControl	Financial Control		Financial Control	service-domain	Finance And Risk Management	Review and confirm the correct booking and financial conformance of financial activity to agreed budgets and procedures across the business units of the enterprise The finance department reviews business unit performance to budgets and directs the revision of budgets	
FinancialGateway	Financial Gateway		Channel Specific	service-domain	Channels	This service domain supports the operational connections with the range of financial networks that support interbank and financial institution connectivity. This includes SWIFT, ACH gateways, and market exchange/regulatory reporting connections. The service domain does not create content itself, it provides a message exchange service between (financial) institutions for various units within the bank. It may format messages and maintain and apply authentication and encryption keys to the transmitted messages and necessary. It also provides operational message recovery and retransmission facilities as appropriate During the 24 hour cycle, the bank's 'wire room' unit establishes the connections with the different payments, SWIFT and reporting networks	
FinancialInstrumentReferenceDataManagement	Financial Instrument Reference Data Management		Information Providers	service-domain	Channels	Maintain a central reference directory of market traded asset/instrument details. The details are typically captured from one or more market feeds that publish market asset/instrument details but can include handling necessary internal processing in response to reported corporate events such as stock splits that impact the asset beyond simply updating the reference details A corporate financial advisory project references different instrument specifications when assembling a structured financial approach to the customer financing needs	
FinancialInstrumentValuation	Financial Instrument Valuation		Market Operations	service-domain	Products	Provide securities valuation services, including mark to market and other pricing mechanisms A selection of market assets are valued using a number of valuation perspectives	
FinancialInstrumentValuationModels	Financial Instrument Valuation Models		Models And Analytics	service-domain	Business Development	Develop and maintain a portfolio of valuation models considering currency, interest rate, instrument quotes, indices, commodity prices and other market, liquidity and credit risk factors. Support the use of these models in trading and pricing activity Financial engineers assess the coverage and currency of the portfolio of valuation models and update certain models accordingly	
FinancialMarketAnalysis	Financial Market Analysis		Information Providers	service-domain	Channels	Analyze available sources of internal and external financial market information and research to develop insights and opinions on any aspect of financial market activity and pricing Example of use:. A competitor financial pricing analysis is requested for a company issuing corporate paper	
